4.7721e+06,88,4.8093e+07,35766,2.6042e+07,2.2014e+07,475.97,369.84
4.9991e+06,89,5.1421e+07,36215,2.755e+07,2.3833e+07,838.6,172.77
1.6678e+06,86,1.4313e+07,8794.3,7.2099e+06,7.0924e+06,735.13,1065.8
2.3731e+06,74,2.8369e+07,17594,1.4207e+07,1.4144e+07,783.97,52.986
5.685e+06,94,5.4808e+07,41136,2.4787e+07,2.9978e+07,1782.6,372.7
5.9779e+06,98,5.4039e+07,44699,2.95e+07,2.4491e+07,2140.9,551.03
5.7583e+06,96,6.7904e+07,42170,3.3361e+07,3.4499e+07,1578.9,86.608
3.4983e+06,79,3.3118e+07,25827,1.679e+07,1.6299e+07,2290.4,339.97
4.1509e+06,84,3.7481e+07,31056,1.849e+07,1.8959e+07,1171.5,48.157
1.0903e+06,99,9.6492e+06,7157.1,4.943e+06,4.6985e+06,124.91,401.88
2.8608e+06,76,2.9493e+07,21321,1.2417e+07,1.7052e+07,1485.8,246.91
1.0457e+06,101,8.463e+06,7022.9,4.261e+06,4.194e+06,197.63,737.83
3.7336e+06,81,4.3324e+07,27567,2.1139e+07,2.2156e+07,1591,144.23
3.1124e+06,78,3.6805e+07,23300,1.8596e+07,1.8183e+07,2193,82.347
4.8951e+06,88,4.9822e+07,35653,2.362e+07,2.6163e+07,3460.9,164.35
4.8466e+06,87,4.8073e+07,35622,2.2973e+07,2.5062e+07,2738,645.93
1.7414e+06,86,1.4234e+07,8944.9,7.0469e+06,7.1757e+06,1000,1094.6
1.7519e+06,85,1.6701e+07,8930.6,7.2692e+06,9.4212e+06,234.49,1564.3
3.6821e+06,81,3.1661e+07,26885,1.4808e+07,1.6824e+07,2586.9,42.621
3.8073e+06,82,3.3002e+07,28519,1.6504e+07,1.6468e+07,1231.7,59.239
2.5607e+06,75,2.4462e+07,19187,1.3195e+07,1.1247e+07,978.66,36.036
2.0228e+06,77,1.9723e+07,10170,9.7227e+06,9.988e+06,1371.4,550.98
4.0962e+06,83,4.2522e+07,30580,1.797e+07,2.4519e+07,1593.3,304.86
3.3203e+06,79,3.4549e+07,24746,1.9159e+07,1.5363e+07,2461.9,53.784
4.0766e+06,83,4.5257e+07,29931,2.3476e+07,2.1749e+07,762.91,150.66
1.0308e+06,100,9.099e+06,6845,4.9272e+06,4.1636e+06,268.87,1049.7
3.4208e+06,79,3.602e+07,24603,1.686e+07,1.9134e+07,2329.3,72.369
2.7196e+06,75,2.7678e+07,19012,1.2263e+07,1.5396e+07,669.63,24.536
1.6143e+06,87,1.3475e+07,8930.6,6.7772e+06,6.6865e+06,1000,1090.3
3.3997e+06,78,3.2529e+07,23282,1.8875e+07,1.3631e+07,814.08,100.92
3.1826e+06,78,3.5561e+07,23408,1.7606e+07,1.7931e+07,921.21,162.12
4.39e+06,85,3.9159e+07,32127,1.7668e+07,2.1458e+07,1077.7,174.02
4.3092e+06,85,4.9034e+07,32252,2.4497e+07,2.4502e+07,1661.5,120.4
1.6643e+06,87,1.512e+07,8385,7.3274e+06,7.7824e+06,1000,1000
