0,1e+07,1000,1e+06
0.1,9.8216e+06,1025.1,9.7445e+05
0.2,9.6464e+06,1049.7,9.4942e+05
0.3,9.4742e+06,1073.9,9.2488e+05
0.4,9.3052e+06,1097.6,9.0083e+05
0.5,9.1392e+06,1120.9,8.7727e+05
0.6,8.9761e+06,1143.7,8.5417e+05
0.7,8.816e+06,1166.1,8.3153e+05
0.8,8.6587e+06,1188,8.0935e+05
0.9,8.5042e+06,1209.6,7.8761e+05
1,8.3525e+06,1230.7,7.663e+05
1.1,8.2035e+06,1251.4,7.4542e+05
1.2,8.0571e+06,1271.7,7.2496e+05
1.3,7.9134e+06,1291.7,7.0491e+05
1.4,7.7722e+06,1311.2,6.8526e+05
1.5,7.6335e+06,1330.4,6.6601e+05
1.6,7.4973e+06,1349.2,6.4716e+05
1.7,7.3635e+06,1367.6,6.2868e+05
1.8,7.2322e+06,1385.7,6.1059e+05
1.9,7.1031e+06,1403.4,5.9287e+05
2,6.9764e+06,1420.8,5.7552e+05
2.1,6.8519e+06,1437.9,5.5853e+05
2.2,6.7297e+06,1454.6,5.4189e+05
2.3,6.6096e+06,1471,5.2561e+05
2.4,6.4917e+06,1487.1,5.0968e+05
2.5,6.3759e+06,1502.8,4.9409e+05
2.6,6.2621e+06,1518.3,4.7884e+05
2.7,6.1504e+06,1533.4,4.6393e+05
2.8,6.0407e+06,1548.3,4.4938e+05
2.9,5.9329e+06,1562.8,4.3515e+05
3,5.827e+06,1577.1,4.2124e+05
3.1,5.7231e+06,1591.1,4.0764e+05
3.2,5.621e+06,1604.8,3.9436e+05
3.3,5.5207e+06,1618.2,3.8138e+05
3.4,5.4222e+06,1631.4,3.6871e+05
3.5,5.3254e+06,1644.3,3.5634e+05
3.6,5.2304e+06,1657,3.4427e+05
3.7,5.1371e+06,1669.4,3.325e+05
3.8,5.0454e+06,1681.5,3.2101e+05
3.9,4.9554e+06,1693.4,3.0982e+05
4,4.867e+06,1705.1,2.9892e+05
4.1,4.7802e+06,1716.5,2.8829e+05
4.2,4.6949e+06,1727.7,2.7795e+05
4.3,4.6111e+06,1738.7,2.6788e+05
4.4,4.5289e+06,1749.5,2.5809e+05
4.5,4.4481e+06,1760,2.4856e+05
4.6,4.3687e+06,1770.3,2.393e+05
4.7,4.2908e+06,1780.4,2.3031e+05
4.8,4.2142e+06,1790.3,2.2157e+05
4.9,4.139e+06,1800,2.1309e+05
5,4.0652e+06,1809.5,2.0486e+05
5.1,3.9926e+06,1818.8,1.9688e+05
5.2,3.9214e+06,1827.9,1.8914e+05
5.3,3.8514e+06,1836.8,1.8165e+05
5.4,3.7827e+06,1845.5,1.7439e+05
5.5,3.7152e+06,1854.1,1.6736e+05
5.6,3.649e+06,1862.5,1.6056e+05
5.7,3.5838e+06,1870.6,1.5398e+05
5.8,3.5199e+06,1878.7,1.4762e+05
5.9,3.4571e+06,1886.5,1.4147e+05
6,3.3954e+06,1894.2,1.3553e+05
6.1,3.3348e+06,1901.7,1.2979e+05
